Run0	0.1491520108181337	0.02313798739579737	0.012877219706440676	0.16414051768336327	0.19185846577652674	0.22105979766865883	0.10260236433944772	0.005681431945168682	0.10310412441481943	0.02638608025164366	
Run1	0.10952976509043179	0.0768468912077285	0.05878706167210182	0.15010031149023426	0.25154324422539287	0.2544858370818635	0.04366850002466732	0.000251599661520628	0.04105846036585475	0.01372832918020468	
Run2	0.13621560962536572	0.025448023852060155	0.02193796959414075	0.15835876582851766	0.2126788241400479	0.21494285777483715	0.07976347237693199	0.028406147091567482	0.09507631298839021	0.02717201672814094	
Run3	0.10205257357596606	0.08029318162044081	0.05752135811030341	0.12135414927417493	0.24973744352656332	0.25083556253680517	0.04820863470532321	0.0018670376468891924	0.056704335172436775	0.03142572383109694	
Run4	0.10680145764831771	0.05028426795443379	0.025079492655621514	0.1508775233428082	0.184009852646901	0.2459705911328176	0.045166926871573615	0.05611927802785075	0.08967661674220763	0.04601399297746805	
Run5	0.10852949628351939	0.06668411552297109	0.06000693555025008	0.11823525187627298	0.18370297935030527	0.238348099591227	0.0960059070336211	0.011486370197705863	0.06529582951424819	0.05170501507987905	
Run6	0.09219444291817101	0.07632332551694651	0.032252798657846304	0.12838915311604296	0.17417069045499348	0.19374309609067122	0.019851405574754337	0.033181046410488475	0.12788922894533264	0.12200481231475291	
Run7	0.11292851103062411	0.06555332314711357	0.03221676166126938	0.14803116957705897	0.18236661670045204	0.22763992746839573	0.08636551050781995	0.01809235295270056	0.08730612404359075	0.03949970291097499	
Run8	0.057880893615824394	0.052762496398118246	0.0318118743628221	0.09524782500672861	0.16349602860838067	0.24538914696823616	0.01903310625031112	0.019404138006002557	0.16446847912281282	0.15050601166076322	
Run9	0.11409963050842266	0.018078567537781042	0.007322164234026102	0.1278727538324864	0.23709530357693334	0.2716000958148311	0.08666875833091511	0.01488078127164418	0.09199878455700604	0.030383160335954118	
Run10	0.13039188213377562	0.014974463961587187	0.002722793768504728	0.13869942612404598	0.2264011547336365	0.25161951998387705	0.08960447045834888	0.029340472368917268	0.09222285775668579	0.024022958710621052	
Run11	0.12502081491789227	0.04991661385077318	0.006547395729912786	0.15908156129621442	0.19329620217065266	0.2224484107870554	0.061994378486548915	0.02295150512505873	0.09604615537998215	0.06269696225590946	
Run12	0.06779559569967597	0.0673365309790223	0.05415471033924101	0.07463302944372745	0.2302633655448174	0.25089905043176874	0.027304438054760037	0.007762045235928163	0.11167971097618706	0.10817152329487187	
Run13	0.07579018568405732	0.06566388397488881	0.032791237131969464	0.12314464533961696	0.20091605087164532	0.2178625647717379	0.027017624019136537	0.057065323845616	0.10480971121057057	0.0949387731507611	
Run14	0.05915826788308031	0.031007117188619208	0.021934342176888007	0.08532535189034404	0.2412988779390448	0.2601833180222873	0.021091818623426163	0.04267468153618708	0.119877633236033	0.11744859150409019	
Run15	0.12216457172570058	0.035144218314451525	0.028695614274544385	0.15240714773820785	0.18406466344472772	0.24030224260878155	0.08958558347864427	0.01368628240167467	0.09085018525370951	0.04309949075955789	
Run16	0.08791040579092645	0.04394287545475385	0.05780365816323486	0.11442524198758389	0.21358856004454566	0.2543276021283292	0.08196818734397625	0.035730619834219504	0.0737408927158852	0.03656195653654516	
Run17	0.08933898631459264	0.021513817232909984	0.12226322627054466	0.10388022699053613	0.2363122626574584	0.3044639534884637	0.040494200001635006	0.020918454514104744	0.042443946729457276	0.01837092580029757	
Run18	0.10159682620899482	0.04806336775083556	0.014645491707518533	0.12613206850470027	0.18451779108841715	0.21965253642210503	0.03333539391668466	0.04244530432337679	0.1258149942103707	0.10379622586699642	
Run19	0.0870755163527734	0.04966892721678749	0.022965153023400464	0.13288694218035504	0.15659406987616326	0.26998063709781445	0.011430397395059284	0.05728014180552853	0.11155380783729665	0.10056440721482157	
Run20	0.22470140741783654	0.15216538223742881	0.02597604402054645	0.006524999471017825	0.07881466714972249	0.2060381096168624	0.011961854351793332	0.03691224026520071	0.13417306829996634	0.12273222716962504	
Run21	0.09335353061204658	0.07370925648193817	0.028073631939219117	0.12853390435921366	0.2422648516849076	0.2634312913456598	0.05520200417333228	0.010026628654357314	0.07216815893692374	0.03323674181240165	
Run22	0.1155908922835897	0.035764028227697225	0.027073380161669425	0.14521322181009172	0.17540533167707167	0.23272552841292957	0.1140998315875429	0.022309815631954007	0.06762842437270013	0.06418954583475385	
Run23	0.11715592086889205	0.0330756565029837	0.021458912821406616	0.12190893725405487	0.18874568865859687	0.21446899984367887	0.02689845072489378	0.01287653636095269	0.14061968972280325	0.12279120724173721	
