0.006920443,0.002607563,0.001003009
0,0.019890158,0.018376479
-0.004146516,0.010520685,0.018528078
-0.019581045,-0.011250345,-0.028419355
0.008438869,-0.000730194,0.028419355
0.002797205,-0.041765951,0.001930503
-0.007007737,-0.043984517,0.008641436
-0.00140746,0.016183499,0.009988192
-0.011331566,-0.016979677,-0.012381111
0.012739026,-0.014036725,-0.01642549
-0.035794802,-0.030342631,-0.072722593
-0.00584797,-0.003336117,-0.002622608
-0.010316967,-0.007547206,-0.006322466
0.02052858,0.026169718,0.024537906
-0.026472134,-0.033774317,-0.047527424
0.023565155,-0.015384919,-0.013613061
0.031521234,0.033039854,-0.007152713
0.023694488,0.020619287,0.021846855
-0.042200354,-0.046364537,-0.034069229
0.002869442,-0.013342139,-0.016342995
0.021262318,0.004323396,0.023028257
-0.00421645,0.019227253,-0.025873209
-0.009908078,-0.010636135,-0.007434978
-0.001423488,-0.006006024,0.009711587
-0.020144566,-0.028810373,-0.017780795
0.014430265,-0.021034564,0.016643139
0,0.01659603,-0.019540852
0.002861232,-0.012984288,0
0.009950331,0.013429029,0.011540809
0.008450755,0.103001132,0.027724548
0.041214624,0.027691643,0.032933822
-0.028670906,-0.014541423,-0.014138354
-0.00555557,0.008671714,-0.016009174
0.015204163,0.018663061,0.019835361
-0.016597891,-0.017094433,-0.023179846
0.017968694,0.004691174,0.005012542
-0.034846731,-0.027680692,-0.024178856
0.025211419,0.027680692,-0.001138952
0.009635312,0.017015105,0.005115101
-0.024966623,-0.018576386,-0.006825965
-0.005633818,-0.012578782,-0.020179411
0.004228336,0.020748444,0.015602744
-0.004228336,-0.025904117,-0.006904515
-0.001413428,0.027839477,0.012051796
-0.011379924,-0.029829527,-0.026005511
-0.010064787,-0.008000043,-0.006461109
-0.001446132,0.010387628,0.025597675
0.035540343,0.033225648,0.053129631
0.004181191,-0.014717539,0.007596347
0.015183176,0.060922941,0.042334364
-0.001370802,-0.003677827,0.004136511
-0.002747254,0.018255344,0.010777625
-0.002754823,-0.01678259,-0.002555585
0.005502077,0.023992427,0.011701991
-0.04202299,-0.034347549,-0.049245503
0.012793351,0.011458266,0.00793865
-0.009936207,-0.009972382,-0.009533971
0.005689916,-0.000371264,-0.008015004
0.005657724,-0.004839019,-0.015135424
-0.030066689,-0.014280588,-0.018692133
0.001452433,-0.003792193,0.005534048
0.030023699,0.031784317,0.054764085
-0.009908078,0.020401436,0.00052233
-0.002849005,0.00718652,-0.025384758
0.005689916,0.000357974,0.003208559
-0.002840911,-0.010072028,0.016415513
-0.018665294,-0.020453598,-0.040187567
0.012959145,0.011374182,0.000546597
-0.085062439,-0.001460387,-0.015973901
0.027651531,0.013427892,0.023052612
-0.013730193,0.005751274,-0.006532413
-0.010810916,0.013528152,0.01302243
-0.009360443,0.009151771,0.022916004
0.001566171,-0.000701017,-0.01165885
0.027779564,0.01358196,0.021619613
0.004555817,0,-0.001566171
-0.009132484,-0.009034113,-0.008921602
-0.007674635,-0.017250912,-0.010598933
0.037797394,0.007429718,0.020564922
