	fitness	number_of_trades	rate_of_return	risk	sharpe_ratio
Run0	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run1	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run2	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run3	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run4	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run5	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run6	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run7	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run8	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run9	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run10	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run11	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run12	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run13	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run14	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run15	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run16	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run17	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run18	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run19	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run20	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run21	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run22	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run23	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run24	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run25	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run26	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run27	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run28	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run29	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run30	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run31	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run32	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run33	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run34	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run35	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run36	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run37	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run38	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run39	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run40	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run41	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run42	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run43	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run44	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run45	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run46	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run47	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run48	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
Run49	2.6547465192351734	15	0.08190439274747287	0.021434962748860444	2.6547465192351734	
